iter	loss	accuracy	f-score
1	0.20921307802200317	0.8279214685235933	0.0
2	0.2556620240211487	0.8350163294417958	0.09816676522767594
3	0.7887960076332092	0.8517211607042307	0.1283851554663992
4	0.600064218044281	0.8562258343030894	0.13440860215053763
5	0.621433675289154	0.8501069859979729	0.153576129881527
6	0.567101001739502	0.8669995119936934	0.2154648132059079
7	0.7405626177787781	0.874319606591839	0.21566975568660487
8	0.5934950709342957	0.8732309771387815	0.23104434907010019
9	0.2429574429988861	0.8756334697248396	0.2505694760820046
10	0.18013997375965118	0.8825406359097564	0.27655609392471114
11	0.6705678701400757	0.867112128833665	0.24099722991689748
12	0.9536229372024536	0.8822778632831563	0.30599235019124527
13	0.8590051531791687	0.8816021622433274	0.276843467011643
14	0.3361421525478363	0.8835541874694997	0.29668552950687144
15	0.10703953355550766	0.8891850294680731	0.29924990130280305
16	0.5968632102012634	0.8900484252411878	0.2880498248345659
17	0.3271460235118866	0.8818273959232704	0.31892143189214317
18	1.0441492795944214	0.8901610420811592	0.3276576161988035
19	0.09647704660892487	0.8913622883741882	0.33321019578869593
20	1.607804775238037	0.8760839370847254	0.2458296751536435
21	0.19913004338741302	0.894177709373475	0.34298056155507556
22	1.9385613203048706	0.89635496827959	0.35903712770297835
23	0.7414608001708984	0.8832914148428995	0.2927659574468085
24	0.21895980834960938	0.8852809790157288	0.29674988224211024
25	0.22105668485164642	0.8849806674424716	0.2827868852459016
26	0.5538420677185059	0.8940650925335035	0.3183361629881155
27	0.23636125028133392	0.8900108862945306	0.32375055285272003
28	0.43139949440956116	0.8930140020271031	0.33683326333473335
29	0.33443012833595276	0.8898607305079019	0.34684684684684686
30	0.33798283338546753	0.8957918840797328	0.38025119099177135
31	0.4223417639732361	0.8956792672397612	0.35641130684145844
32	0.03304245322942734	0.8845302000825856	0.3066472586123241
33	0.3090873062610626	0.8892976463080446	0.3085660198769522
34	0.1605750173330307	0.8960546567063328	0.34438775510204084
35	1.0844563245773315	0.9022110439581066	0.3635624237494917
36	0.2694647014141083	0.8899733473478734	0.33981481481481485
37	0.2885149121284485	0.8981568377191336	0.3850069412309116
38	0.4253953993320465	0.8959795788130185	0.37499999999999994
39	0.171725332736969	0.8869326926686437	0.2983529411764706
40	0.7875725626945496	0.8845677390292428	0.27887323943661974
41	0.5536677837371826	0.9040129133976501	0.40188753440817926
42	0.45681875944137573	0.9084800480498517	0.4137410343525859
43	0.5385896563529968	0.8776981117909831	0.28332462101411393
44	0.5731873512268066	0.891324749427531	0.36255707762557077
45	0.20900963246822357	0.9034873681444499	0.40907216494845366
46	1.463050127029419	0.8977063703592477	0.3845809054235768
47	0.21331928670406342	0.8953038777731896	0.37028985507246376
48	0.6348591446876526	0.8923758399339314	0.31603123564538355
49	0.33243271708488464	0.8919629115207027	0.3403459560542309
50	0.31546008586883545	0.8932392357070461	0.3511796733212341
51	0.7405680418014526	0.874807612898382	0.20637184973846887
52	0.4134054183959961	0.894177709373475	0.3564625850340136
