iter	loss	accuracy	f-score
1	1.0355650186538696	0.8433875145463419	0.10498687664041995
2	0.39189937710762024	0.8553624385299748	0.14248297537978
3	0.8839901089668274	0.8579526258493186	0.2218100890207715
4	0.21811610460281372	0.8697023161530087	0.2577903682719547
5	0.05543283745646477	0.8805886106835842	0.26896828582898435
6	0.10156138986349106	0.8883591726416157	0.30964109781843774
7	0.05288573354482651	0.8927136904538459	0.3199694539900726
8	0.36036792397499084	0.8921881452006457	0.31265930331350894
9	0.29782775044441223	0.9001088629453058	0.3825454545454545
10	0.42034512758255005	0.8999962461053342	0.3729060451565914
11	0.15793931484222412	0.9020233492248207	0.4045242847638057
12	0.15211939811706543	0.9077668080633657	0.42901554404145076
13	0.2653071880340576	0.9057772438905364	0.40660066006600654
14	0.37818998098373413	0.90757911333008	0.41914430746918063
15	0.0329274907708168	0.9097188332895378	0.4131736526946108
16	0.12680956721305847	0.9079920417433087	0.40253565768621236
17	0.45966896414756775	0.9069409512369083	0.4012135001896095
18	0.15291547775268555	0.9128345658620819	0.43263888888888896
19	0.3552345633506775	0.9162130710612261	0.4532122905027933
20	0.438978374004364	0.9014602650249633	0.3231067961165049
21	0.10546527802944183	0.9071661849168512	0.41456799690042617
22	0.043643854558467865	0.9145988963549683	0.44881305637982194
23	0.08356161415576935	0.9093434438229663	0.40230326295585417
24	0.06195162236690521	0.9116333195690529	0.43049981758482303
25	0.12256700545549393	0.9112954690491385	0.4278388278388279
26	0.04188167676329613	0.9119711700889673	0.476397966594045
27	0.06033819168806076	0.913585344795225	0.43384271338054414
28	1.3206791877746582	0.9031119786778783	0.4065460809646856
29	0.04114220291376114	0.9079545027966516	0.4449685534591195
30	0.09024859219789505	0.9154247531814257	0.46009389671361506
31	0.23947347700595856	0.9026615113179924	0.4018227009113504
32	0.021002082154154778	0.9058147828371936	0.4009983361064892
33	0.43982306122779846	0.9144487405683397	0.41456166419019314
34	0.2802061140537262	0.9199669657269417	0.4778307072187614
35	0.14154423773288727	0.9210931341266564	0.4925053533190578
36	0.017911644652485847	0.9200045046735988	0.4815083393763597
37	0.3245311379432678	0.9118210143023386	0.4358118361153262
38	0.13053065538406372	0.9167010773677691	0.47435897435897434
39	0.022858215495944023	0.9145988963549683	0.4592240696753761
40	0.06449206918478012	0.9124967153421675	0.4312777106005643
41	0.14191283285617828	0.9119711700889673	0.38914728682170546
42	0.40896621346473694	0.9148992079282255	0.4406115248921992
43	0.5345017910003662	0.9001464018919629	0.4285122254455035
44	0.07745295017957687	0.90757911333008	0.4044943820224719
45	0.5464349985122681	0.9144862795149968	0.4558551902475065
46	0.08203507959842682	0.9082548143699087	0.4104183109707972
47	0.24132323265075684	0.9191786478471414	0.46256486286137877
48	0.005918332375586033	0.9251473403656293	0.4970887918486172
49	0.07377390563488007	0.917414317354255	0.4726270185112249
50	0.0955914631485939	0.9175269341942265	0.4572564612326043
51	0.01598256826400757	0.9077668080633657	0.3908227848101266
52	0.19851529598236084	0.8999587071586771	0.33018056749785035
53	0.01887509599328041	0.9120087090356245	0.40816326530612246
54	0.0724232867360115	0.9055520102105935	0.38639227215455696
55	0.39575430750846863	0.8905364315477308	0.3714804722979109
56	0.5008314251899719	0.9105822290626525	0.4083433614119535
57	0.6397566199302673	0.9133976500619393	0.4389850986709625
58	0.14496034383773804	0.9202297383535418	0.4572089437162683
59	0.15119390189647675	0.9094560606629378	0.42666666666666664
60	0.22588439285755157	0.9045759975975074	0.3920723825937096
61	0.002958300756290555	0.9143361237283681	0.4574512245745122
62	0.13342776894569397	0.9155749089680544	0.4459016393442623
63	0.3151465356349945	0.9024362776380495	0.38484718037021093
64	0.3873775601387024	0.9054018544239648	0.43245614035087715
65	0.15632528066635132	0.9141859679417396	0.450891007045172
66	0.08064636588096619	0.9227073088329142	0.48853118712273635
67	0.010465838946402073	0.9168512331543976	0.4440093970242756
68	0.6136149168014526	0.917414317354255	0.46396761133603237
69	0.13076703250408173	0.9103194564360524	0.41157024793388425
70	0.28635773062705994	0.9102443785427381	0.42533936651583715
71	0.0800248458981514	0.9039002965576786	0.3404802744425386
72	0.07844989746809006	0.9070911070235369	0.4019564250778123
73	0.23387204110622406	0.9193663425804272	0.4793062672447773
74	0.494059294462204	0.9176770899808552	0.4599756196668021
75	0.12409920245409012	0.9163256879011975	0.46024400504838037
76	0.022273579612374306	0.9104696122226811	0.42315879097488296
77	0.15845417976379395	0.914035812155111	0.4274509803921569
78	0.05099152773618698	0.9205300499267991	0.46529968454258674
79	0.30594101548194885	0.9183152520740268	0.4700718276137271
80	0.3248745799064636	0.9159127594879688	0.4326095862351495
81	0.0016988416900858283	0.8950411051465896	0.3499338915821948
82	0.54227215051651	0.9248470287923721	0.5102880658436214
83	0.2951779067516327	0.9114456248357671	0.40974803800082615
84	0.012397839687764645	0.8932016967603889	0.34850455136540964
85	0.03980228677392006	0.9157626037013401	0.46147368421052637
86	0.014350313693284988	0.9122714816622246	0.4259581881533101
87	0.004670599941164255	0.9077668080633657	0.4012291483757682
88	0.0897999182343483	0.9208303615000563	0.4830609804703069
89	0.16493232548236847	0.9272495213784301	0.505287009063444
90	0.19818149507045746	0.915011824768197	0.4473684210526316
